comments,date
موش جهاز غنبله,2020-02-13T17:59:23.000Z
Best camera trailer... oh it was a phone trailer,2020-02-13T17:57:41.000Z
Wow!!! BUT WHERE IS THE SD SLOT...........,2020-02-13T17:57:19.000Z
All dislikes are from iPhone users,2020-02-13T17:57:10.000Z
삼성 믿습니다!ㅜㅜ!!!!!,2020-02-13T17:56:30.000Z
This is Samsung year. 💪,2020-02-13T17:56:27.000Z
🔥🔥🔥,2020-02-13T17:56:09.000Z
I thought it was a phone but its just a camera with wifi connection,2020-02-13T17:50:57.000Z
I love S20,2020-02-13T17:50:50.000Z
Super bhon,2020-02-13T17:48:11.000Z
"This phone looks awesome, can’t wait to see what Apple will bring to the table this year!",2020-02-13T17:47:08.000Z
So phone companies have reached the peek of innovation they’re just gonna add another camera lens to the back of the phone every year yayyy smh Samsung and apple,2020-02-13T17:46:22.000Z
If u are really cool do a give out,2020-02-13T17:46:03.000Z
Yall just gonna skip 120htz?,2020-02-13T17:45:14.000Z
Dang. This is my new dream phone. But I can barely afford lunch,2020-02-13T17:43:51.000Z
Yo Samsung I wanted to buy a phone not a camera with a phone integrated,2020-02-13T17:43:31.000Z
Yesss,2020-02-13T17:43:26.000Z
<b>Okay but why S20 and not S11</b>,2020-02-13T17:42:48.000Z
Where is Bixby botton pls help,2020-02-13T17:42:46.000Z
Luv you Samsung,2020-02-13T17:42:32.000Z
Español plis v:,2020-02-13T17:41:48.000Z
iPhone 11 or Samsung s20<br />Who&#39;s with me<br />Samsung like<br />IPhone comment,2020-02-13T17:41:23.000Z
"W Polsce się mówi, że Samsung to Szajsung haha, gówno warty sprzęt w cenie tańszego samochodu",2020-02-13T17:41:19.000Z
🚨✊🏽👑🇩🇿✔️,2020-02-13T17:41:04.000Z
My wig came off,2020-02-13T17:40:18.000Z
They could have gone for Galaxy zoom <br />But space zoom works too,2020-02-13T17:39:23.000Z
"Awesome, when i heard first as S20, i said what? They made it. Super from series M.",2020-02-13T17:38:57.000Z
1.5 TB storage 😶<br /><br /><br /><br /><br /><br />My pc has 1 TB 😬,2020-02-13T17:37:46.000Z
&quot;Your favorite Movies and shows will be downloaded in a flash&quot;<br /><br />come on samsung that&#39;s so 2014 🤦🏾‍♂️🤣,2020-02-13T17:37:21.000Z
Me: My Huawei P30 Pro and my iPhone 11 Pro Max has the best cameras ever! 😄😊😍❤️😎<br /><b>Sees that this phone&#39;s camera does 8k videos and 100x zoom</b><br />Also me: I NEED THIS SAMSUNG!!!!!! I&#39;LL TAKE YOUR ENTIRE STOCK!!!!!!!!!!! 😍❤️😎,2020-02-13T17:36:23.000Z
Samsung: We made a 108MP 100x camera<br />Also Samsung: Let&#39;s add a phone to it,2020-02-13T17:32:36.000Z
2010: my phone has a camera built in!<br />2020: my camera has a phone built in!,2020-02-13T17:32:16.000Z
The only reason people are so hyped about the 100x zoom is because they&#39;re finally able to take a pic of the D,2020-02-13T17:31:38.000Z
1.5....TERRABYTES WHAHAHHAHAHT,2020-02-13T17:29:55.000Z
Hmm what’s after 10<br />Ohh right<br /><br /><b>20</b>,2020-02-13T17:29:49.000Z
I feel that I just watched a camera ad instead of a phone one,2020-02-13T17:29:29.000Z
Too Big,2020-02-13T17:28:51.000Z
Waiting for apple to launch iPhone 12Pro with half the features of S20 Ultra and double the price,2020-02-13T17:27:52.000Z
Wait so those this phone also have the new features from the s10? Like the power sharing feature and the on display fingerprint scanner?,2020-02-13T17:27:34.000Z
"Samsung: 108MP,100X zoom, 8K video, single take.<br />Apple: Okay we&#39;ll reintroduce this in 2030",2020-02-13T17:27:24.000Z
Well done @samsung...,2020-02-13T17:26:07.000Z
Wow 💯,2020-02-13T17:25:24.000Z
خدامرگتون بده گرونه,2020-02-13T17:24:43.000Z
Me: Mom can i get IPhone <br />Mom: Yes son <br />Me: Yay <br />Mom: Draws an Eye in a piece of sheet and gives a Phone (old school Nokia)<br />Mom: There you go son <br />Me: Bruh.......,2020-02-13T17:22:07.000Z
Apple rules,2020-02-13T17:20:42.000Z
<i>Samsung:</i> <b>Drops an S20 Ultra</b><br /><i>Me:</i> I need to buy this pho-<br /><i>My bank account:</i> <b>No</b>,2020-02-13T17:20:38.000Z
Pwoli sathanam m#*¥€,2020-02-13T17:20:00.000Z
Pls dont make it too expensive,2020-02-13T17:19:29.000Z
"<a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=3m00s"">3:00</a> 🤣 I thought my phone battery died",2020-02-13T17:19:25.000Z
2020 will be the compilation pf  destroying phone cameras,2020-02-13T17:17:10.000Z
"<a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=2m00s"">2:00</a> mocking iPhone 11 by 11 dislikes.😂",2020-02-13T17:16:52.000Z
Get your software/hardware in order then I’ll go back. I’ve switched from my S9 to iPhone XS and it’s better.,2020-02-13T17:14:04.000Z
This is just mind-blowing.<br />I love everything about s20.<br />I wish i could have it once in my life. 😭😭,2020-02-13T17:13:43.000Z
"Eh, not a fan of the new phone design samsung is taking the galaxy series and they also ditched the headphone jack. Camera upgrades are awesome but i dont see enough to warrant an upgrade. I&#39;ll be sticking with my S10.",2020-02-13T17:13:26.000Z
Woah thanks samsung!,2020-02-13T17:13:12.000Z
"Super steady, super zoom, super mAH, super 5g connection, super resolution but the most important is super expensive",2020-02-13T17:10:34.000Z
Designed copy by Iphone 11,2020-02-13T17:09:20.000Z
This is better than my computer,2020-02-13T17:08:29.000Z
"Wht it doesnot has radio inbuild????samsung is saved by donald trump,if US allowed huawei to do business than samsung will be out..every years samsung flagship lacks basic features..",2020-02-13T17:07:56.000Z
Meanwhile Apple still duels in the dark ages.....  😂,2020-02-13T17:07:52.000Z
Khala hobe mama,2020-02-13T17:07:19.000Z
A bit overkill imo,2020-02-13T17:06:57.000Z
Who watching on note 10+?,2020-02-13T17:06:28.000Z
Price is very high,2020-02-13T17:04:35.000Z
Apple: We are the superior<br /><br /><br /><br /><br /><br /><br /><br />Samsung: Hold My beer,2020-02-13T17:01:54.000Z
So this is just a camera with android,2020-02-13T17:01:43.000Z
Who ever said Apple couldn’t count how do you go from s10 to s20 and forget 11 they skipped 10 number lol,2020-02-13T17:00:21.000Z
العربي يحط لايك🌚💔,2020-02-13T16:59:26.000Z
"NOW (ONEPLUS, APPLE) REALLY<br />GOT A (HOTSHOT) ! 😯😮😥😪🤐",2020-02-13T16:58:55.000Z
هذا الهاتف روعة,2020-02-13T16:58:05.000Z
So how many kidneys of my friends do I need to buy S20 ?,2020-02-13T16:54:09.000Z
Samsung users : Makes joke of Iphone users <br />Iphone users : That&#39;s not funny,2020-02-13T16:52:19.000Z
Beautiful,2020-02-13T16:51:44.000Z
My cameras can also make calls yknow...,2020-02-13T16:51:40.000Z
What happened to s11 to s19 ?,2020-02-13T16:50:20.000Z
The problem now is im buyont a stupid phone just for the camera cause i saw that lags a lot on my video games is annoying me now,2020-02-13T16:49:43.000Z
i am in love with this,2020-02-13T16:48:57.000Z
"they didn&#39;t even mention the massive tweaks in display , 249 hz touch response and 120 hz display",2020-02-13T16:47:41.000Z
"Samsung have really gotten better at making marketing videos! Apple is still quite far ahead with their videos, but Samsung is getting closer!",2020-02-13T16:46:22.000Z
HANEP NA SAMSUNG TO HAHAHAHA DABESS HAYOP NA SPECS YAN HALIMAW!!!!!,2020-02-13T16:44:44.000Z
$1000 perving machine,2020-02-13T16:44:38.000Z
How many people could afford it??<br />These things.. don&#39;t get these things on your mind.. most of these you&#39;ll not use daily... If you&#39;re photographer...prolly you have a camera with good lenses.... Are we going in the right way?? <br />These are not smartphones.. these are feature phone... With power-packed features that you don&#39;t need normally...😊😊,2020-02-13T16:43:54.000Z
"This is not a phone, this is a war machine",2020-02-13T16:43:25.000Z
Me: Hears 1.5 terrabites on s20<br /><br />Also me: looks at PS4 in shame,2020-02-13T16:43:07.000Z
Xiaomi mi note 10 has 108 mp but yours is better,2020-02-13T16:42:26.000Z
One thing apple can never beat samsung is keeping their comment section open (thumbs up to samsung),2020-02-13T16:41:13.000Z
"No sign of S11,S12, S15 !!<br />  Only S20!!<br /><br /><br /><br />Nice joke Samsung 🐸...",2020-02-13T16:39:14.000Z
price.???,2020-02-13T16:36:28.000Z
Too much technology for my brain :),2020-02-13T16:36:22.000Z
The 100x camera zoom is really gonna be useful for creeps and perverts 🤣🤣🤣,2020-02-13T16:35:33.000Z
Ultra game mode plis,2020-02-13T16:32:26.000Z
Happy Valentine&#39;s Day to everyone. I hope that love and peace will spread in the world❤️,2020-02-13T16:29:42.000Z
Oh my this is awesome,2020-02-13T16:28:33.000Z
s20 ultra more like spying on a whole other level,2020-02-13T16:26:58.000Z
NO MORE CAMERAS,2020-02-13T16:25:13.000Z
"According to all your jokes, it’s impossible to afford this phone, isn’t true? But no worry, we all know that one day we will get it, like after three years from release. “True fact, with this release Apple has a lot of work for September. I’m still stuck with iPhone SE. Many people will ask me, why? Cause i can do everything does a smartphone, (calls, text, email, photo, music), why should i buy something else just for a better camera or more storage? etc...",2020-02-13T16:23:44.000Z
I would rather buy a dslr,2020-02-13T16:22:59.000Z
M Y W A L L E T IS GETTING BODYED,2020-02-13T16:22:24.000Z
iPhone leaves the chat.,2020-02-13T16:18:32.000Z
jep 100x zoom. mhm... I dont think so!,2020-02-13T16:18:12.000Z
eu quero,2020-02-13T16:13:35.000Z
That called innovative !! Apple 😂😂😂,2020-02-13T16:12:54.000Z
"A falta da entrada P2, e não snapdragon 865 para o Brasil são decepcionantes!",2020-02-13T16:11:31.000Z
Mi 10 pro launched 😂😂,2020-02-13T16:11:27.000Z
Just got my s10e lol,2020-02-13T16:10:33.000Z
"Samsung come always one year later iPhone, they’re to copying iPhone always 😂 <br />STOP 🛑",2020-02-13T16:10:10.000Z
Can I trade it in for my S10? XD,2020-02-13T16:08:11.000Z
Apple is coming for ya,2020-02-13T16:06:54.000Z
"<a href=""https://www.youtube.com/channel/UCO2qH9IJHUcPtkD6NLwjuBA?view_as=subscriber"">https://www.youtube.com/channel/UCO2qH9IJHUcPtkD6NLwjuBA?view_as=subscriber</a>",2020-02-13T16:05:22.000Z
"This isn’t a phone anymore, is just cameras",2020-02-13T16:04:53.000Z
"2010: Look, a phone with a camera!<br />2015: Look, a phone with 2 cameras!<br />2020: Look, a camera with a phone!",2020-02-13T16:04:38.000Z
Nice Samsung,2020-02-13T16:02:33.000Z
It is the end of Apple.,2020-02-13T15:59:37.000Z
These dislikers are Xiomi Fans ..... 🤣🤣🤣🤣,2020-02-13T15:59:30.000Z
The dislikes are from Apple users who are jealous of Samsung,2020-02-13T15:58:57.000Z
Huawei is dead with their binoculars,2020-02-13T15:57:37.000Z
Apple :scips iPhone 9<br /><br />Samsung: well I never learned to count,2020-02-13T15:57:19.000Z
I was hoping that you call it s11,2020-02-13T15:56:31.000Z
Why did y’all call it the s20 and not the s11 😂😂,2020-02-13T15:55:32.000Z
Meanwhile is there any plan for s10 lite version??,2020-02-13T15:52:59.000Z
2020:My parents buy my a Nokia and I&#39;m get angry<br />2030:my parents buy me a Samsung s20 and i get pissed<br />2040:My parent buy me a IPhone 40 Pro Max X and i never wanna talk to them again,2020-02-13T15:52:28.000Z
Me: I like this smartphone very much 😍😍<br /><br /><br />My Wallet: F*k You 😝<br /><br /><br />Why I am watching these type of videos?? 😑😑,2020-02-13T15:51:07.000Z
8K &quot;up scaled&quot;,2020-02-13T15:48:25.000Z
I felt it when she said: no chance,2020-02-13T15:47:32.000Z
I still prefer a headphone jack rather than 4 extra cameras...,2020-02-13T15:42:29.000Z
Why not make snapdragons 865 globally??,2020-02-13T15:42:21.000Z
A9 : i am the first phone with 4 camers<br />S20: i am the first phone with 8k,2020-02-13T15:41:48.000Z
I still prefer a headphone jack rather than 5 cameras...,2020-02-13T15:41:06.000Z
Just got the S10+ back in November smh,2020-02-13T15:40:54.000Z
You lost me at Bixby.,2020-02-13T15:39:18.000Z
𝙈𝙚: I love this phone I do want to get it!<br />𝙈𝙮 𝙒𝙖𝙡𝙡𝙚𝙩 : Calm down! I can&#39;t help you this time You haven&#39;t feed me. 😅,2020-02-13T15:36:58.000Z
I kinda feel Samsung’s over estimating this phone it doesn’t seem that cool. But it isn’t bad it’s pretty good just a little like hmmmm don’t think they changed much.,2020-02-13T15:36:38.000Z
woah so cool,2020-02-13T15:36:36.000Z
Who else is watching this with a samsung s10,2020-02-13T15:35:56.000Z
Samsung: We made a good design...<br />Apple: F***k they copied us...<br /><br /><br /><br /><br /><br />Just kidding.<br /><br />But they&#39;r good,2020-02-13T15:34:00.000Z
2007: Look my phone has a camera <br />2020:Look my camera has a phone,2020-02-13T15:33:21.000Z
Why did they skip 10 generations all the way to 20?,2020-02-13T15:30:36.000Z
"Price: 1,000,000,000,000",2020-02-13T15:29:10.000Z
I love watching this with my 3G,2020-02-13T15:27:58.000Z
Are these for real? I&#39;m holding a galaxy s8+.I&#39;m so poor!!!,2020-02-13T15:27:06.000Z
Bye bye iphone 11 pro max,2020-02-13T15:26:35.000Z
So ur just making me a iPhone 11 2.0,2020-02-13T15:25:43.000Z
The iphone 11 probably cost more,2020-02-13T15:25:27.000Z
Apple is much better,2020-02-13T15:22:25.000Z
News:Military spotted using S20 camera on weapons!,2020-02-13T15:21:22.000Z
"Camera, camera, camera............",2020-02-13T15:20:43.000Z
تيبان ليا أنا هو أول مغربي اشترى هاذا الهاتف s20 هل من معجبين😍❤,2020-02-13T15:20:34.000Z
As an iPhone user I can say that’s one of the best phones Samsung ever launched 🔥,2020-02-13T15:20:28.000Z
I ♥️ Apple🍎🍎,2020-02-13T15:19:07.000Z
Don&#39;t give this phone to kids,2020-02-13T15:17:56.000Z
Byung-chull  Lee proud on you  from  heaven.,2020-02-13T15:16:52.000Z
"And here I am, watching this happily on my S6",2020-02-13T15:15:03.000Z
nothing to say,2020-02-13T15:14:35.000Z
Where iOS user at ?,2020-02-13T15:14:08.000Z
Apple style. 😂,2020-02-13T15:11:56.000Z
I&#39;m not ready to watch Jerry to tear this phone down,2020-02-13T15:09:09.000Z
im watching this on iphone 7 <br /><br /><br /><br /><br /><br />my mic don&#39;t work...     they say it&#39;s waterproof... oof,2020-02-13T15:08:27.000Z
This is f*cking insane <br />What left will we have?!?!,2020-02-13T15:08:18.000Z
Gg,2020-02-13T15:06:37.000Z
Tôi rất thích công nghệ camera mới của samsum quá hay,2020-02-13T15:05:49.000Z
"i literally regret buying an iPhone 11 Pro Max now tbh. samsung, why did you release this so late, why SAMSUNG? WHYYY?!",2020-02-13T15:04:55.000Z
This is not phone this is are camera so you want phone use Nokia nolmal😅😅😅😅,2020-02-13T15:04:01.000Z
Watching on A10,2020-02-13T15:03:24.000Z
PLUSS ULTRAAAAA!<br />Any BNHA fans here?,2020-02-13T15:02:08.000Z
they really exaggerate it with the s20 series but i like it ;)<br /><br /><br /><br /><br />Edit: its still cheaper than the iphone 11 pro max,2020-02-13T15:00:50.000Z
Boring,2020-02-13T14:59:27.000Z
Apple: 3 cameras<br />Android: you know what double the cameras.. no wait wait make it 5 to make it look less spontaneous,2020-02-13T14:57:54.000Z
Samsung Galaxy s 5 bikre korbo 5500 taka 01768325953,2020-02-13T14:55:43.000Z
Can you people make a laptop with flex display and a s pen when you stretch the laptop it tuns in big screen and touch keyboard,2020-02-13T14:55:26.000Z
"Me: Watches Unpacked 2020<br />Wallet: 😳<br />Me: Should I preorder S20 Ultra?<br />Wallet: No!<br />Me: Okay, ordered<br />Wallet: <b>runs</b>",2020-02-13T14:54:41.000Z
STOP 5TH GEN! 😡😡,2020-02-13T14:53:38.000Z
Hold up.. why does this camera have a phone attached to it?,2020-02-13T14:52:14.000Z
"Introducing galaxy S20 Ultra <br />Starting at<br /><br /><br /><br /><br />$20,000,000",2020-02-13T14:51:45.000Z
"Did they really just jump from 10 to 20?!! Wow, now that’s what i call BIG",2020-02-13T14:50:16.000Z
I love &amp; use iPhone. but wow it’s just not even comparable it’s in a league of its own.,2020-02-13T14:49:27.000Z
"<a href=""https://coronaviruusinfomation.blogspot.com/2020/02/new-corona-outbreak-news-update.html?m=1"">https://coronaviruusinfomation.blogspot.com/2020/02/new-corona-outbreak-news-update.html?m=1</a>",2020-02-13T14:49:16.000Z
Who watches this just to feel broke??,2020-02-13T14:49:13.000Z
Is this spyphone ?,2020-02-13T14:44:45.000Z
Are you guys creating a mobile or a lappy?😂,2020-02-13T14:43:41.000Z
Is there a race against Apple to see how many  cameras they can put on there phone’s,2020-02-13T14:43:18.000Z
This will take apple years or even decade to make a phone comparable with this MONSTER of monster and BEAST of beast.,2020-02-13T14:43:04.000Z
Way better than iphone 20,2020-02-13T14:42:29.000Z
J&#39;ai hâte de voir le prix,2020-02-13T14:41:35.000Z
😂 imagine buying an android in 2020.,2020-02-13T14:41:30.000Z
is it a phone intro or camera???,2020-02-13T14:39:55.000Z
"Funny seeing all the android users make jokes about apple, they just clowns and never had a iPhone in their life, apple has the best os by a long shot, iPhones take better photos. Better screen and yall Android battery’s last about a month then die, I had the s10 and switched to iPhone 11 Pro Max and its 100x better 😂🤷‍♂️",2020-02-13T14:37:28.000Z
2020: samsung galaxy s20 ultra<br />2021: samsung galaxy s30 ultra instinc<br />2022: samsung galaxy s40 ultra sonic,2020-02-13T14:36:12.000Z
Watching this on my S50 ;),2020-02-13T14:35:32.000Z
Full of Apple visuals,2020-02-13T14:35:16.000Z
LoL not 12 megapixel apple got mad at this,2020-02-13T14:34:35.000Z
How To Take Good Photo With Galaxy S20:<br />-Buy the Galaxy S20<br />-Install GCam,2020-02-13T14:34:22.000Z
After this :<br />* RIP Nokia.<br />* Bye Sony.<br />* Bye Nikon.<br />* Bye Huawei.<br />* Bye my wallet 😭,2020-02-13T14:34:10.000Z
Watching this while I&#39;m still using Samsung S5 with broken power off,2020-02-13T14:31:22.000Z
Apple left the chats,2020-02-13T14:31:07.000Z
Guys let&#39;s just end the debate. Everybody buys apple just for the status.<br /><br />SAMSUNG has got wayyyyy better features.,2020-02-13T14:30:23.000Z
"Nunca tendré uno, pero me gusta emocionarme XD",2020-02-13T14:29:23.000Z
"2010, new phone now with built in thermometer<br />2020: your phone now has a telescope<br />2050: you now have a space observatory in your phone",2020-02-13T14:29:17.000Z
2019<br />iPhone:  3 camera<br /><br />2020<br />Samsung: 4 camera<br /><br />2026<br />iPhone: 10 camera,2020-02-13T14:28:33.000Z
"watching this in 144 P , cause u&#39;r from algeria :D",2020-02-13T14:28:28.000Z
Your design likes powerbank. Lol eww,2020-02-13T14:25:13.000Z
Samsung is just so good. Love from an iPhone user! 🍎🍎,2020-02-13T14:24:24.000Z
Designer:How many Cameras?<br />Samsung:Yes,2020-02-13T14:22:51.000Z
"Oh my freaking God, this phone is seriously unfreaking believable 😱😱❤️",2020-02-13T14:22:35.000Z
Im already jealous,2020-02-13T14:22:20.000Z
Am I buying phone or camera?,2020-02-13T14:16:56.000Z
I bet fortnite will be doing an update for mobile thats supports higher fps (higher than 120fps),2020-02-13T14:14:41.000Z
So which is better: s20 or z flip?,2020-02-13T14:11:02.000Z
I don&#39;t understand you made a phone or a camera,2020-02-13T14:10:41.000Z
🔥🔥🔥🔥🔥,2020-02-13T14:09:16.000Z
Now i‘m just sad to be an Apple user 😭,2020-02-13T14:08:58.000Z
"🎛Yes, yes and yes!🎛",2020-02-13T14:08:21.000Z
Xiaomi did it first,2020-02-13T14:05:05.000Z
Samsung: I have 108 mega pixels<br />Huawei :😏,2020-02-13T14:05:03.000Z
"<a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=00m30s"">00:30</a> -9x more pixels Based on    average smartphone camera resolution of 12MP<br /><br /><a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=00m40s"">00:40</a> -Image simulated for illustrative purposes. Actual  UI may differ from image<br /><br /><a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=01m10s"">01:10</a> -Galaxy S20 Ultra&#39;s image sensor is 2.9% larger than Galaxy S10. Image simulated for illustrative purposes. Actual UI may differ from image.<br /><br /><a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=1m25s"">1:25</a> -Service availability may wary depending on country; Bixby recognises select languages and certain accents/dialects; availability of Bixby feature and contents  providers may vary depending on country  or language,  data/Wi-Fi required to fully  operate Bixby feature. <br /><br /><a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=1m30s"">1:30</a> -image simulated for illustrative purposes. Actual  UI may differ from image.<br /><br /><a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=1m35s"">1:35</a> -The format and amount of Single Take results may differ based on original capture. (Same as <a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=1m30s"">1:30</a>)<br /><br /><a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=1m45s"">1:45</a> -Sequence shortened. Image simulated for illustrative purposes. Actual UI may differ from image.<br /><br /><a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=2m00s"">2:00</a> -Requires optimal 5G connection. Actual speed may vary depending on country, and user environment.<br /><br /><a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=2m10s"">2:10</a> -Requires optimal 5G connection. Actual speed may vary depending on country, carrier,and user environment. Netflix subscription required. Download restrictions apply.<br /><br /><a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=2m22s"">2:22</a>-  I Quit..😂😂",2020-02-13T14:03:57.000Z
This phone makes iphones look outdated,2020-02-13T14:02:39.000Z
When phone cameras are now better than our eyes.,2020-02-13T13:59:00.000Z
"<b>108Mp Samsung Camera</b><br /> <b>says, i am the best</b><br /><br /><b>OuR EyEs:</b> Am I A JoKe To YoU?!",2020-02-13T13:57:56.000Z
Samsung is the best in world ❤,2020-02-13T13:57:24.000Z
Can this camera device make a phone call?,2020-02-13T13:56:45.000Z
And this is the phone wich changes Phonography,2020-02-13T13:56:24.000Z
"like, my comment if you dont have money to buy this sexy s20 ultra. Comment, if youre going to buy. just having international fun on samsung channnel.",2020-02-13T13:54:01.000Z
S20 ultra unaffordable,2020-02-13T13:51:42.000Z
P30 pro: I can zoom better than every phone<br />S20 ultra: okey kid good job,2020-02-13T13:51:10.000Z
so S20 seems a good phone<br />Samsung: Camera,2020-02-13T13:50:57.000Z
2030راح ينزل Galaxy s20 Ultra وشتري 😊❤️,2020-02-13T13:49:59.000Z
Gak kebayang kalau di kirim 1 🤤😭😭,2020-02-13T13:48:12.000Z
I need this ...🤤😟,2020-02-13T13:46:43.000Z
"So sad exynos for global, we want sd865 only !!!",2020-02-13T13:45:33.000Z
Ok now I can buy S8,2020-02-13T13:43:11.000Z
Just buy iphone<br /><br /><br />Like if u agree.,2020-02-13T13:42:32.000Z
Wow ganda photo .sana maka bili ako nyan phone,2020-02-13T13:39:37.000Z
samsung gone sicko mode,2020-02-13T13:39:18.000Z
This phone is so ahead<br /> i buy now<br />Till 5 years no upgrade needed<br />Good job samsung,2020-02-13T13:37:29.000Z
Watching Video In iPhone,2020-02-13T13:36:56.000Z
Me: Oh I think I want it<br /><b>Wallet: You cant even afford a cheeseburger</b>,2020-02-13T13:33:48.000Z
Apple in 2022: hold my beer...<br />Then apple makes a phone a thousand times better than any 2022 phone XD,2020-02-13T13:32:46.000Z
"Could phone companies start making somewhat smaller phones again, we all don&#39;t have Shrek sized hands here",2020-02-13T13:32:18.000Z
I want ☹️,2020-02-13T13:32:07.000Z
"<a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=1m13s"">1:13</a> Not S20 Ultra vs S20 ultra 😂",2020-02-13T13:31:22.000Z
Who&#39;s watching this with galaxy S3?,2020-02-13T13:31:09.000Z
"Imo the camera squares on the s20 and the plus look ugly, at least this one looks decent at best",2020-02-13T13:30:40.000Z
I miss dj koh,2020-02-13T13:29:50.000Z
Pretty cool especially with the 100 x soon but imma apple user please do not bully me ;-;,2020-02-13T13:29:26.000Z
I&#39;m already taking my liver to the black market😂,2020-02-13T13:28:48.000Z
Finally new flagship 8k video yo yo.. release next note plz i want that ....,2020-02-13T13:27:56.000Z
They didn&#39;t talk about front camera <br />Something goin&#39; on 😂,2020-02-13T13:26:14.000Z
The beast is here,2020-02-13T13:25:45.000Z
مفيش نسخة هدية عشان اجربها واقولكم رأيي في الموبايل 🙄😅😀😂😂😂,2020-02-13T13:23:42.000Z
<b>aahhhhhhhhhhhhh myyyyyyy goooooooood</b>,2020-02-13T13:23:17.000Z
Android tends to hang/lag after sometime. Apple is outstanding in performance.,2020-02-13T13:18:54.000Z
1.5 TERABYYYYYYTEEEEEES?!,2020-02-13T13:16:37.000Z
Samsung’s suck 🤮🤮🤮🍎🍎🍎all the way,2020-02-13T13:15:10.000Z
I wonder how many changes should apple do now,2020-02-13T13:12:49.000Z
Huawei After seeing this trailer- Now we will put telescope  in our next phone😂,2020-02-13T13:11:08.000Z
Currently  wathing this on my 2017 s8,2020-02-13T13:10:12.000Z
👎👎👎👎👎👎,2020-02-13T13:06:31.000Z
Funny... i still have my SAMSUNG S7 and im contented with iys camera quality... its good for my vlog which is mobile videography,2020-02-13T13:06:03.000Z
2012 : Sam galaxy s2 : 399 $<br /><br />2020 : Sam galaxy s20 : 1400 $ 😮,2020-02-13T13:01:26.000Z
Good it&#39;s because I would say boooooooo!!!!!!!!!! to apple,2020-02-13T13:01:13.000Z
I  am watching this with a phone with 2 cameras at the front and none in the back <br /><b>Guess my phone</b>,2020-02-13T12:57:40.000Z
عامل كام حته الحديده دي,2020-02-13T12:56:27.000Z
Next 2021<br />Samsung galaxy S30 ULTRA INSTINCT 🤣🤣,2020-02-13T12:54:24.000Z
Did everyone glance over the fact it can go up to 1.5 TERABYTES,2020-02-13T12:50:55.000Z
Here I am watching this on my $130 Galaxy A20...,2020-02-13T12:49:39.000Z
Hey bixby: &quot;Is it April fools today huh?&quot;,2020-02-13T12:46:05.000Z
What is the camera resolutions in s20,2020-02-13T12:46:03.000Z
Can it run Crysis btw?,2020-02-13T12:42:00.000Z
Hope to see the s20e,2020-02-13T12:41:10.000Z
This is THE phone of the  millennium.,2020-02-13T12:40:42.000Z
Didn’t this same company mock Apple for taking the headphone jack out and charging £999?,2020-02-13T12:37:59.000Z
Apple: iphone 11 pros camera is the BEST<br /><br />Samsung: Samsung s20 ultra<br /><br />Apple: chuckles im in danger,2020-02-13T12:36:46.000Z
Pretty sure iPhones have had really good video quality for a while now,2020-02-13T12:36:37.000Z
"The Phone Is Good,But The Name...Is Not S11?",2020-02-13T12:30:05.000Z
Xiaomi mi note 10:<br />Am I joke you?,2020-02-13T12:29:45.000Z
Omiva mau shindiru!! NANI,2020-02-13T12:29:24.000Z
Samsung be laughing at apples camera quality now😳😳,2020-02-13T12:27:21.000Z
🔥🔥🔥❤❤❤😘😘😘,2020-02-13T12:23:14.000Z
Felt like a video song,2020-02-13T12:23:04.000Z
Me: how expensive is the Phone <br /><br /><br /><br /><br />Samsung: yes,2020-02-13T12:23:01.000Z
I think some phone company should make a very minimalist smartphone without so much useless technology specially for minimalists,2020-02-13T12:22:51.000Z
"Samsung; launch s20 with 100x zoom 8k recording<br />Canon Nikon,GoPro and Sony sweats at corner",2020-02-13T12:22:10.000Z
Can i believe the videos and photos in this video were taken from the phone itself?,2020-02-13T12:20:07.000Z
Doesn’t even mention the 120 hertz?,2020-02-13T12:18:23.000Z
How much ?,2020-02-13T12:17:49.000Z
I knew this would be crazy,2020-02-13T12:16:59.000Z
Now we can see if there are alliens in moon,2020-02-13T12:14:10.000Z
Might sell my s9 amd get s20. Because this is a BEAST,2020-02-13T12:12:28.000Z
Welcome to the future,2020-02-13T12:06:37.000Z
"<b><a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=1m52s"">1:52</a></b><b> that was Savage</b>",2020-02-13T12:05:37.000Z
